"","Student_ID","Semster_Name","Paper 1","Paper 2","Paper 3","Paper 4","Paper 5","Paper 6","Paper 7"
"8958","SID20147803","Sem_6",93,41,99,52,83,82,84
"8959","SID20147803","Sem_7",78,57,85,68,85,66,90
"8960","SID20147803","Sem_8",53,60,87,63,93,77,79
"8961","SID20147806","Sem_1",74,94,77,66,72,87,52
"8962","SID20147806","Sem_2",65,85,64,87,63,68,95
"8963","SID20147806","Sem_3",83,47,80,71,41,44,42
"8964","SID20147806","Sem_4",51,75,41,40,62,68,94
"8965","SID20147806","Sem_5",47,79,96,75,41,60,93
"8966","SID20147806","Sem_6",51,82,67,57,55,43,74
"8967","SID20147806","Sem_7",85,58,71,94,73,76,52
"8968","SID20147806","Sem_8",55,54,93,74,99,51,56
"8969","SID20147809","Sem_1",98,82,98,53,67,80,86
"8970","SID20147809","Sem_2",100,99,100,51,100,67,97
"8971","SID20147809","Sem_3",78,97,95,94,59,74,97
"8972","SID20147809","Sem_4",54,71,95,94,43,40,78
"8973","SID20147809","Sem_5",77,42,74,61,53,69,53
"8975","SID20147809","Sem_7",48,65,58,40,94,96,67
"8976","SID20147809","Sem_8",100,90,74,65,41,97,92
"8977","SID20147838","Sem_1",89,52,91,76,61,64,78
"8979","SID20147838","Sem_3",72,75,91,91,63,73,82
"8980","SID20147838","Sem_4",45,56,92,80,87,76,70
"8981","SID20147838","Sem_5",74,77,63,54,44,80,71
"8982","SID20147838","Sem_6",94,66,62,72,82,70,66
"8983","SID20147838","Sem_7",73,64,48,98,88,75,48
"8985","SID20147845","Sem_1",41,72,67,97,50,55,92
"8986","SID20147845","Sem_2",66,45,48,63,54,99,67
"8987","SID20147845","Sem_3",81,56,48,75,25,83,60
"8988","SID20147845","Sem_4",49,70,72,81,89,65,96
"8989","SID20147845","Sem_5",98,93,66,45,92,54,41
"8990","SID20147845","Sem_6",62,43,89,73,98,89,80
"8991","SID20147845","Sem_7",43,94,62,86,49,56,75
"8992","SID20147845","Sem_8",74,100,42,91,43,45,45
"8993","SID20147898","Sem_1",75,44,95,70,74,54,66
"8996","SID20147898","Sem_4",47,53,53,80,75,86,91
"8997","SID20147898","Sem_5",94,83,46,100,91,43,50
"8998","SID20147898","Sem_6",91,48,67,68,57,69,78
"8999","SID20147898","Sem_7",53,55,99,63,55,75,92
"9000","SID20147898","Sem_8",56,55,72,70,50,95,41
"9001","SID20147911","Sem_1",53,45,65,100,61,74,82
"9002","SID20147911","Sem_2",53,82,93,98,42,90,50
"9004","SID20147911","Sem_4",91,63,86,48,71,56,64
"9005","SID20147911","Sem_5",67,56,49,64,75,57,45
"9006","SID20147911","Sem_6",60,56,89,80,94,100,86
"9007","SID20147911","Sem_7",89,89,100,66,84,49,42
"9008","SID20147911","Sem_8",84,86,41,68,88,94,53
"9009","SID20147914","Sem_1",47,53,82,89,90,55,66
"9010","SID20147914","Sem_2",72,64,91,87,92,60,79
"9012","SID20147914","Sem_4",92,84,50,52,83,50,92
"9013","SID20147914","Sem_5",50,70,84,40,64,42,86
"9015","SID20147914","Sem_7",77,93,75,73,95,60,69
"9016","SID20147914","Sem_8",75,96,72,86,65,72,63
"9017","SID20147924","Sem_1",88,84,63,62,73,87,67
"9019","SID20147924","Sem_3",79,59,65,72,52,99,61
"9020","SID20147924","Sem_4",40,67,89,78,53,53,73
"9021","SID20147924","Sem_5",76,64,85,69,64,60,44
"9022","SID20147924","Sem_6",69,51,40,58,91,52,89
"9023","SID20147924","Sem_7",43,94,55,50,90,47,70
"9025","SID20147931","Sem_1",57,46,83,97,66,63,89
"9026","SID20147931","Sem_2",88,93,52,69,41,91,82
"9027","SID20147931","Sem_3",57,84,79,41,61,54,52
"9028","SID20147931","Sem_4",57,51,81,48,45,40,48
"9029","SID20147931","Sem_5",52,54,69,100,83,43,74
"9030","SID20147931","Sem_6",51,77,79,91,75,50,75
"9031","SID20147931","Sem_7",45,94,49,70,68,60,97
"9032","SID20147931","Sem_8",66,59,98,70,53,40,93
"9033","SID20147936","Sem_1",25,54,70,91,60,53,45
"9034","SID20147936","Sem_2",47,82,41,68,77,60,42
"9035","SID20147936","Sem_3",55,46,49,67,47,96,69
"9036","SID20147936","Sem_4",76,57,41,76,40,44,96
"9037","SID20147936","Sem_5",79,43,73,74,58,92,62
"9038","SID20147936","Sem_6",95,69,51,68,60,100,89
"9039","SID20147936","Sem_7",100,44,57,86,91,73,90
"9040","SID20147936","Sem_8",62,91,79,48,47,61,60
"9041","SID20147961","Sem_1",98,63,40,87,55,91,48
"9042","SID20147961","Sem_2",71,99,42,91,99,88,69
"9043","SID20147961","Sem_3",70,65,49,42,51,74,48
"9044","SID20147961","Sem_4",43,84,42,89,61,91,94
"9045","SID20147961","Sem_5",64,88,97,40,71,64,74
"9046","SID20147961","Sem_6",68,96,80,100,65,98,62
"9047","SID20147961","Sem_7",63,76,74,56,41,54,55
"9048","SID20147961","Sem_8",99,69,92,100,57,91,94
"9050","SID20147963","Sem_2",72,100,100,48,65,45,65
"9051","SID20147963","Sem_3",45,63,68,74,80,80,58
"9052","SID20147963","Sem_4",40,43,89,77,46,56,53
"9054","SID20147963","Sem_6",83,83,73,59,78,84,49
"9056","SID20147963","Sem_8",94,86,61,74,48,42,94
"9057","SID20147981","Sem_1",83,42,50,92,93,42,67
"9058","SID20147981","Sem_2",76,41,49,81,73,92,65
"9059","SID20147981","Sem_3",91,68,70,78,93,57,85
"9060","SID20147981","Sem_4",85,63,84,45,51,97,98
"9061","SID20147981","Sem_5",93,86,70,56,88,48,50
"9062","SID20147981","Sem_6",95,71,96,43,89,82,50
"9063","SID20147981","Sem_7",55,74,49,68,64,81,70
"9064","SID20147981","Sem_8",43,89,21,97,92,92,82
"9066","SID20148031","Sem_2",84,46,87,98,57,86,75
"9067","SID20148031","Sem_3",69,44,89,79,89,20,64
"9068","SID20148031","Sem_4",67,91,92,94,58,60,52
"9069","SID20148031","Sem_5",82,74,44,27,87,96,53
"9070","SID20148031","Sem_6",63,56,85,86,54,57,74
"9071","SID20148031","Sem_7",68,100,81,98,72,78,98
"9072","SID20148031","Sem_8",66,74,62,50,88,94,76
"9073","SID20148072","Sem_1",40,94,65,88,86,44,90
"9074","SID20148072","Sem_2",81,64,72,51,51,43,54
"9075","SID20148072","Sem_3",94,51,55,93,60,43,59
"9076","SID20148072","Sem_4",100,54,96,52,67,61,82
"9077","SID20148072","Sem_5",87,59,86,47,67,53,66
"9078","SID20148072","Sem_6",45,56,73,51,61,85,89
"9080","SID20148072","Sem_8",80,53,67,60,64,71,56
"9081","SID20148076","Sem_1",48,64,70,49,43,76,47
"9082","SID20148076","Sem_2",95,63,51,75,47,45,95
"9083","SID20148076","Sem_3",86,59,46,86,89,94,62
"9084","SID20148076","Sem_4",62,99,85,99,82,72,70
"9085","SID20148076","Sem_5",40,71,83,49,73,62,95
"9086","SID20148076","Sem_6",94,53,62,72,40,100,52
"9087","SID20148076","Sem_7",61,74,81,77,62,82,68
"9089","SID20148088","Sem_1",62,79,70,83,49,99,75
"9091","SID20148088","Sem_3",83,84,74,99,97,58,70
"9092","SID20148088","Sem_4",77,66,62,46,58,62,78
"9093","SID20148088","Sem_5",100,40,53,57,61,41,43
"9095","SID20148088","Sem_7",59,69,49,84,83,70,63
"9096","SID20148088","Sem_8",86,51,73,76,63,86,58
"9097","SID20148149","Sem_1",60,81,59,41,92,51,49
"9098","SID20148149","Sem_2",49,79,60,89,59,40,45
"9099","SID20148149","Sem_3",73,77,82,67,55,91,77
"9100","SID20148149","Sem_4",40,53,48,70,55,83,75
"9101","SID20148149","Sem_5",61,91,48,53,57,98,97
"9102","SID20148149","Sem_6",52,40,59,55,79,69,89
"9103","SID20148149","Sem_7",44,79,51,57,48,63,80
"9104","SID20148149","Sem_8",54,51,54,61,84,47,51
"9105","SID20148150","Sem_1",90,69,73,82,65,100,47
"9106","SID20148150","Sem_2",47,72,81,52,63,56,92
"9107","SID20148150","Sem_3",55,91,46,60,91,70,46
"9109","SID20148150","Sem_5",58,78,72,63,66,61,67
"9110","SID20148150","Sem_6",77,70,42,67,77,85,51
"9111","SID20148150","Sem_7",43,80,94,45,43,89,62
"9112","SID20148150","Sem_8",79,85,96,86,28,40,62
"9114","SID20148159","Sem_2",47,72,99,81,45,82,46
"9115","SID20148159","Sem_3",70,73,69,92,63,42,92
"9116","SID20148159","Sem_4",51,69,61,69,61,88,53
"9117","SID20148159","Sem_5",95,88,55,67,81,92,93
"9118","SID20148159","Sem_6",71,98,51,91,71,94,96
"9119","SID20148159","Sem_7",99,50,41,41,70,84,76
"9120","SID20148159","Sem_8",68,47,99,60,44,99,67
"9121","SID20148166","Sem_1",68,94,40,96,59,89,45
"9122","SID20148166","Sem_2",85,51,96,87,91,74,57
"9123","SID20148166","Sem_3",47,72,68,85,52,41,80
"9124","SID20148166","Sem_4",83,76,71,98,96,96,46
"9125","SID20148166","Sem_5",51,100,90,81,45,94,64
"9126","SID20148166","Sem_6",50,98,90,73,87,77,68
"9127","SID20148166","Sem_7",81,73,79,51,73,84,51
"9128","SID20148166","Sem_8",80,84,46,61,43,82,67
"9129","SID20148169","Sem_1",54,87,94,58,90,100,94
"9130","SID20148169","Sem_2",58,65,65,55,77,59,48
"9131","SID20148169","Sem_3",97,57,55,42,52,67,99
"9132","SID20148169","Sem_4",80,57,91,49,71,50,100
"9133","SID20148169","Sem_5",78,60,62,82,77,49,77
"9134","SID20148169","Sem_6",50,41,54,94,80,78,70
"9135","SID20148169","Sem_7",59,83,90,91,83,82,88
"9136","SID20148169","Sem_8",48,70,67,79,57,86,51
"9137","SID20148176","Sem_1",94,53,79,73,65,55,59
"9138","SID20148176","Sem_2",94,82,97,52,56,51,61
"9139","SID20148176","Sem_3",85,92,95,99,100,82,48
"9140","SID20148176","Sem_4",47,65,42,80,98,80,86
"9142","SID20148176","Sem_6",41,70,70,58,75,81,89
"9143","SID20148176","Sem_7",89,88,64,90,51,56,58
"9144","SID20148176","Sem_8",89,54,71,42,91,57,46
"9145","SID20148178","Sem_1",58,51,61,43,95,99,54
"9146","SID20148178","Sem_2",95,61,62,64,53,98,75
"9147","SID20148178","Sem_3",72,63,88,91,47,41,54
"9148","SID20148178","Sem_4",63,77,24,56,59,50,70
"9149","SID20148178","Sem_5",80,83,59,79,84,43,54
"9150","SID20148178","Sem_6",52,61,81,95,65,68,74
"9151","SID20148178","Sem_7",71,86,53,44,96,72,95
"9152","SID20148178","Sem_8",63,76,93,67,63,66,76
"9153","SID20148193","Sem_1",89,70,58,72,59,19,84
"9154","SID20148193","Sem_2",53,26,83,88,79,40,93
"9155","SID20148193","Sem_3",57,97,89,84,82,74,94
"9156","SID20148193","Sem_4",80,65,100,61,91,50,48
"9157","SID20148193","Sem_5",79,47,84,58,77,94,65
"9158","SID20148193","Sem_6",72,94,42,42,72,88,68
"9159","SID20148193","Sem_7",68,67,41,65,44,95,96
"9160","SID20148193","Sem_8",65,73,61,80,93,88,59
"9161","SID20148196","Sem_1",76,66,87,24,99,64,48
"9162","SID20148196","Sem_2",73,47,81,44,87,57,83
"9163","SID20148196","Sem_3",86,56,59,57,60,82,65
"9164","SID20148196","Sem_4",69,100,57,93,93,66,48
"9165","SID20148196","Sem_5",90,55,71,63,96,58,95
"9166","SID20148196","Sem_6",45,81,74,76,44,70,62
"9167","SID20148196","Sem_7",62,52,49,67,65,97,77
"9168","SID20148196","Sem_8",94,66,95,81,49,58,51
"9170","SID20148226","Sem_2",81,43,68,76,87,64,74
"9171","SID20148226","Sem_3",100,94,43,50,81,42,73
"9172","SID20148226","Sem_4",64,81,49,19,72,49,58
"9173","SID20148226","Sem_5",61,60,96,69,59,88,72
"9176","SID20148226","Sem_8",73,90,65,83,55,87,91
"9177","SID20148274","Sem_1",52,69,24,90,91,61,42
"9178","SID20148274","Sem_2",91,99,53,70,95,69,64
"9179","SID20148274","Sem_3",95,82,60,76,54,85,64
"9181","SID20148274","Sem_5",93,98,76,74,71,52,40
"9182","SID20148274","Sem_6",98,83,49,94,100,61,89
"9183","SID20148274","Sem_7",58,85,66,81,89,50,55
"9184","SID20148274","Sem_8",69,46,64,74,48,85,57
"9185","SID20148281","Sem_1",71,89,70,48,75,83,52
"9186","SID20148281","Sem_2",44,88,68,51,70,41,43
"9188","SID20148281","Sem_4",89,88,97,87,85,75,79
"9189","SID20148281","Sem_5",75,71,71,40,56,72,68
"9190","SID20148281","Sem_6",70,64,84,77,46,51,97
"9191","SID20148281","Sem_7",70,25,47,100,62,52,49
"9193","SID20148293","Sem_1",85,53,71,54,67,92,59
"9195","SID20148293","Sem_3",61,61,68,59,90,86,73
"9196","SID20148293","Sem_4",61,87,72,91,96,73,57
"9198","SID20148293","Sem_6",91,85,97,55,59,65,46
"9200","SID20148293","Sem_8",50,85,96,98,40,41,47
"9202","SID20148300","Sem_2",92,53,93,84,69,68,49
"9203","SID20148300","Sem_3",77,54,78,53,66,91,82
"9204","SID20148300","Sem_4",81,55,48,45,57,100,55
"9205","SID20148300","Sem_5",76,77,55,60,85,45,100
"9206","SID20148300","Sem_6",77,56,52,100,96,98,91
"9207","SID20148300","Sem_7",40,89,53,56,57,77,64
"9209","SID20148305","Sem_1",84,71,76,45,66,47,64
"9210","SID20148305","Sem_2",97,54,57,80,73,67,55
"9211","SID20148305","Sem_3",69,21,84,77,100,86,59
"9212","SID20148305","Sem_4",82,95,64,44,44,47,91
"9213","SID20148305","Sem_5",98,84,91,73,47,51,100
"9216","SID20148305","Sem_8",65,91,92,75,40,75,42
"9218","SID20148321","Sem_2",100,100,19,51,45,57,45
"9220","SID20148321","Sem_4",73,70,69,40,71,47,67
"9221","SID20148321","Sem_5",69,52,78,70,55,78,54
"9222","SID20148321","Sem_6",63,71,80,80,99,47,87
"9223","SID20148321","Sem_7",64,83,52,83,74,62,62
"9225","SID20148324","Sem_1",84,79,49,94,93,49,40
"9226","SID20148324","Sem_2",76,45,67,80,71,43,63
"9227","SID20148324","Sem_3",87,86,88,98,89,57,80
"9228","SID20148324","Sem_4",72,40,98,72,86,53,98
"9229","SID20148324","Sem_5",85,20,44,41,47,77,40
"9230","SID20148324","Sem_6",94,76,74,85,48,48,68
"9231","SID20148324","Sem_7",55,75,69,95,100,43,47
"9232","SID20148324","Sem_8",68,81,49,42,51,55,62
"9233","SID20148325","Sem_1",72,99,69,41,84,69,42
"9234","SID20148325","Sem_2",79,61,76,47,49,85,60
"9235","SID20148325","Sem_3",58,73,86,59,60,71,70
"9236","SID20148325","Sem_4",71,63,86,48,60,59,79
"9237","SID20148325","Sem_5",58,86,53,78,60,96,75
"9238","SID20148325","Sem_6",69,79,71,58,61,48,84
"9239","SID20148325","Sem_7",80,86,63,98,76,87,79
"9240","SID20148325","Sem_8",57,43,48,62,80,61,70
"9243","SID20148334","Sem_3",48,82,54,62,53,53,66
"9244","SID20148334","Sem_4",87,61,84,82,52,54,86
"9245","SID20148334","Sem_5",57,42,78,97,94,42,74
"9246","SID20148334","Sem_6",50,76,72,91,59,89,51
"9248","SID20148334","Sem_8",61,48,47,52,74,46,96
"9249","SID20148337","Sem_1",79,92,86,85,87,72,59
"9250","SID20148337","Sem_2",92,42,58,70,52,42,72
"9251","SID20148337","Sem_3",50,43,87,71,47,47,80
"9253","SID20148337","Sem_5",92,56,40,64,43,76,53
"9254","SID20148337","Sem_6",96,88,57,69,66,47,89
"9255","SID20148337","Sem_7",69,89,43,68,98,54,89
"9257","SID20148348","Sem_1",64,76,62,61,78,77,95
"9258","SID20148348","Sem_2",68,93,91,44,83,71,64
"9259","SID20148348","Sem_3",58,45,46,46,62,100,75
"9260","SID20148348","Sem_4",95,76,40,88,45,89,65
"9261","SID20148348","Sem_5",50,56,64,92,78,44,79
"9262","SID20148348","Sem_6",81,89,72,80,67,79,80
"9263","SID20148348","Sem_7",45,65,55,69,44,88,80
"9264","SID20148348","Sem_8",60,75,83,57,81,90,56
"9265","SID20148351","Sem_1",56,77,82,45,91,64,74
"9266","SID20148351","Sem_2",92,86,77,42,91,96,67
"9267","SID20148351","Sem_3",64,98,57,60,21,50,92
"9268","SID20148351","Sem_4",41,54,75,76,47,73,99
"9269","SID20148351","Sem_5",78,81,89,58,77,88,50
"9271","SID20148351","Sem_7",85,54,70,84,66,81,97
"9272","SID20148351","Sem_8",58,83,99,40,56,48,82
"9273","SID20148356","Sem_1",96,70,66,60,71,100,52
"9274","SID20148356","Sem_2",81,44,47,55,50,58,49
"9276","SID20148356","Sem_4",53,23,65,60,83,82,62
"9277","SID20148356","Sem_5",93,58,59,68,94,68,88
"9278","SID20148356","Sem_6",91,70,86,45,57,51,86
"9279","SID20148356","Sem_7",94,65,42,88,92,61,61
"9281","SID20148359","Sem_1",65,62,98,91,57,95,74
"9282","SID20148359","Sem_2",54,76,41,83,52,54,64
"9283","SID20148359","Sem_3",90,78,85,86,71,94,44
"9284","SID20148359","Sem_4",88,42,64,94,45,49,57
"9286","SID20148359","Sem_6",93,89,77,65,100,91,61
"9287","SID20148359","Sem_7",47,54,75,91,84,71,98
"9288","SID20148359","Sem_8",56,45,70,73,100,54,68
"9290","SID20148362","Sem_2",77,61,65,73,89,76,100
"9291","SID20148362","Sem_3",64,44,42,78,93,56,90
"9292","SID20148362","Sem_4",93,48,96,88,52,70,61
"9293","SID20148362","Sem_5",76,56,83,73,84,92,57
"9294","SID20148362","Sem_6",47,51,69,80,96,89,88
"9295","SID20148362","Sem_7",85,74,48,80,65,88,46
"9296","SID20148362","Sem_8",46,81,77,93,25,87,70
"9297","SID20148365","Sem_1",70,96,89,65,90,75,76
"9298","SID20148365","Sem_2",55,63,50,80,74,98,67
"9299","SID20148365","Sem_3",76,40,45,62,50,45,63
"9300","SID20148365","Sem_4",40,68,60,40,53,99,93
"9302","SID20148365","Sem_6",66,44,78,60,57,43,62
"9303","SID20148365","Sem_7",62,94,42,41,94,90,42
"9305","SID20148396","Sem_1",74,66,92,100,47,64,61
"9306","SID20148396","Sem_2",66,75,41,89,58,63,93
"9307","SID20148396","Sem_3",98,96,96,56,57,96,95
"9308","SID20148396","Sem_4",98,94,86,56,79,52,72
"9309","SID20148396","Sem_5",68,46,29,97,79,47,85
"9310","SID20148396","Sem_6",95,66,64,96,84,44,59
"9311","SID20148396","Sem_7",100,84,79,54,79,95,40
"9312","SID20148396","Sem_8",88,42,29,57,73,69,72
"9313","SID20148424","Sem_1",68,91,61,73,75,97,95
"9314","SID20148424","Sem_2",60,52,86,45,47,71,93
"9315","SID20148424","Sem_3",59,71,78,77,47,64,71
"9316","SID20148424","Sem_4",63,74,95,95,48,43,53
"9317","SID20148424","Sem_5",46,68,69,62,69,70,41
"9318","SID20148424","Sem_6",45,66,100,43,73,86,50
"9321","SID20148458","Sem_1",50,54,93,41,80,69,72
"9322","SID20148458","Sem_2",91,48,53,68,99,57,63
"9323","SID20148458","Sem_3",27,54,95,46,70,65,86
"9325","SID20148458","Sem_5",41,76,88,50,42,42,88
"9327","SID20148458","Sem_7",93,72,60,70,54,71,86
"9328","SID20148458","Sem_8",40,72,40,65,81,72,91
"9329","SID20148478","Sem_1",55,96,97,66,49,51,74
"9330","SID20148478","Sem_2",52,80,69,71,58,83,71
"9331","SID20148478","Sem_3",73,90,86,52,75,73,73
"9332","SID20148478","Sem_4",69,79,96,81,52,72,23
"9333","SID20148478","Sem_5",78,45,52,74,49,67,68
"9334","SID20148478","Sem_6",43,70,96,73,48,65,47
"9335","SID20148478","Sem_7",59,61,81,92,53,98,98
"9336","SID20148478","Sem_8",93,60,59,100,82,86,58
"9337","SID20148481","Sem_1",90,94,93,48,47,54,80
"9338","SID20148481","Sem_2",96,90,54,60,41,41,94
"9340","SID20148481","Sem_4",98,51,54,77,82,46,51
"9341","SID20148481","Sem_5",95,66,61,62,79,80,81
"9342","SID20148481","Sem_6",66,88,66,97,44,52,68
"9343","SID20148481","Sem_7",56,72,65,65,100,55,99
"9345","SID20148500","Sem_1",94,59,80,56,92,68,61
"9346","SID20148500","Sem_2",87,70,41,86,60,44,96
"9347","SID20148500","Sem_3",57,73,45,65,45,56,94
"9348","SID20148500","Sem_4",70,95,45,77,93,83,42
"9350","SID20148500","Sem_6",76,76,83,86,86,79,89
"9351","SID20148500","Sem_7",66,87,45,56,85,40,44
"9352","SID20148500","Sem_8",73,90,98,59,78,83,72
"9353","SID20148516","Sem_1",50,85,80,69,76,81,43
"9355","SID20148516","Sem_3",79,66,56,68,53,50,91
"9356","SID20148516","Sem_4",71,63,83,51,78,91,63
"9357","SID20148516","Sem_5",87,69,71,70,47,96,45
"9358","SID20148516","Sem_6",75,48,74,51,65,56,58
"9359","SID20148516","Sem_7",50,93,47,84,66,80,44
"9360","SID20148516","Sem_8",97,59,52,60,43,41,62
"9361","SID20148518","Sem_1",91,64,76,78,48,53,57
"9362","SID20148518","Sem_2",92,69,85,54,62,41,52
"9363","SID20148518","Sem_3",77,76,57,75,93,45,59
"9364","SID20148518","Sem_4",42,47,100,41,90,47,59
"9365","SID20148518","Sem_5",51,73,98,68,49,57,73
"9366","SID20148518","Sem_6",97,47,52,41,41,72,40
"9367","SID20148518","Sem_7",63,76,64,43,40,76,60
"9368","SID20148518","Sem_8",100,40,83,76,75,52,70
"9369","SID20148520","Sem_1",60,43,82,50,58,82,46
"9370","SID20148520","Sem_2",92,87,56,99,73,91,61
"9371","SID20148520","Sem_3",80,96,59,89,69,99,73
"9372","SID20148520","Sem_4",74,94,56,49,100,40,87
"9373","SID20148520","Sem_5",42,66,51,61,74,73,76
"9374","SID20148520","Sem_6",95,81,56,51,60,46,42
"9375","SID20148520","Sem_7",43,60,98,48,48,44,62
"9376","SID20148520","Sem_8",67,85,69,79,87,51,90
"9377","SID20148523","Sem_1",53,53,66,90,77,42,95
"9378","SID20148523","Sem_2",96,97,82,87,64,94,40
"9379","SID20148523","Sem_3",57,57,95,70,49,94,64
"9381","SID20148523","Sem_5",98,62,55,79,73,55,74
"9382","SID20148523","Sem_6",62,57,48,97,88,56,96
"9383","SID20148523","Sem_7",41,81,74,51,85,47,77
"9384","SID20148523","Sem_8",94,51,55,60,53,66,59
"9385","SID20148525","Sem_1",91,64,45,46,53,78,59
"9386","SID20148525","Sem_2",61,73,89,90,46,62,93
"9387","SID20148525","Sem_3",57,66,79,87,71,52,98
"9388","SID20148525","Sem_4",95,68,85,63,60,86,91
"9389","SID20148525","Sem_5",48,64,51,58,65,64,80
"9390","SID20148525","Sem_6",75,92,61,44,60,64,85
"9391","SID20148525","Sem_7",93,55,54,58,99,55,56
"9392","SID20148525","Sem_8",61,73,58,61,92,95,80
"9393","SID20148534","Sem_1",94,58,51,44,62,72,51
"9395","SID20148534","Sem_3",56,98,42,86,76,58,100
"9396","SID20148534","Sem_4",49,84,94,49,45,82,42
"9399","SID20148534","Sem_7",87,62,62,43,93,40,48
"9400","SID20148534","Sem_8",93,62,85,43,91,98,28
"9401","SID20148547","Sem_1",70,40,88,62,95,63,44
"9402","SID20148547","Sem_2",87,76,87,79,63,86,65
"9403","SID20148547","Sem_3",91,87,86,89,53,90,83
"9404","SID20148547","Sem_4",90,59,84,60,60,51,66
"9405","SID20148547","Sem_5",73,67,94,86,83,75,52
"9406","SID20148547","Sem_6",45,73,51,83,41,96,54
"9407","SID20148547","Sem_7",77,52,69,40,64,70,98
"9408","SID20148547","Sem_8",88,72,74,51,76,50,61
"9409","SID20148548","Sem_1",95,87,80,94,85,62,81
"9410","SID20148548","Sem_2",79,90,84,54,43,62,82
"9411","SID20148548","Sem_3",94,41,97,29,95,97,91
"9412","SID20148548","Sem_4",28,90,61,71,95,54,74
"9413","SID20148548","Sem_5",92,60,69,84,81,65,84
"9414","SID20148548","Sem_6",81,77,71,100,41,76,80
"9415","SID20148548","Sem_7",78,44,94,45,48,74,96
"9416","SID20148548","Sem_8",85,79,40,43,42,53,76
"9417","SID20148562","Sem_1",71,64,51,41,87,91,40
"9418","SID20148562","Sem_2",62,52,78,90,63,82,55
"9420","SID20148562","Sem_4",20,82,89,86,58,83,95
"9422","SID20148562","Sem_6",82,89,86,81,96,99,89
"9423","SID20148562","Sem_7",93,99,73,54,44,77,93
"9424","SID20148562","Sem_8",60,83,40,63,59,99,46
"9425","SID20148575","Sem_1",66,66,78,59,84,90,63
"9426","SID20148575","Sem_2",99,90,53,97,78,42,71
"9427","SID20148575","Sem_3",96,48,49,91,60,60,78
"9428","SID20148575","Sem_4",87,75,53,71,81,85,75
"9430","SID20148575","Sem_6",96,73,90,89,81,91,81
"9431","SID20148575","Sem_7",94,55,95,84,94,54,49
"9432","SID20148575","Sem_8",47,99,68,61,87,96,90
"9434","SID20148578","Sem_2",69,49,62,48,90,98,92
"9435","SID20148578","Sem_3",63,95,52,71,81,94,65
"9436","SID20148578","Sem_4",80,75,44,97,95,41,94
"9437","SID20148578","Sem_5",51,57,88,85,42,69,48
"9438","SID20148578","Sem_6",78,79,64,42,80,68,64
"9439","SID20148578","Sem_7",89,61,64,49,49,52,64
